Enrichment FDR,nGenes,Pathway Genes,Fold Enrichment,Pathway,URL,Genes
0.003269306,12,163,-4.262342974,Hepatitis B,http://www.genome.jp/kegg-bin/show_pathway?mmu05161 , Ddx3x  Braf  Map2k7  Crebbp  Ddb1  Chuk  Cdk2  Creb3l1  Pik3r3  Irak1  Egr3  Ep300
0.015580552,9,131,-3.977644493,FoxO signaling pathway,http://www.genome.jp/kegg-bin/show_pathway?mmu04068 , Braf  Gadd45b  Stk4  Crebbp  Chuk  Cdk2  Pik3r3  Ccng2  Ep300
0.017117879,9,145,-3.593596059,Ubiquitin mediated proteolysis,http://www.genome.jp/kegg-bin/show_pathway?mmu04120 , Ubc  Ube2i  Cblb  Birc6  Prpf19  Ddb1  Ube3a  Cul5  Skp1
0.015670058,10,162,-3.573878111,MicroRNAs in cancer,http://www.genome.jp/kegg-bin/show_pathway?mmu05206 , Ube2i  Hnrnpk  Crebbp  Pdgfrb  Bmi1  Pik3r3  Rdx  Mcl1  Ep300  Marcks
0.016731726,10,170,-3.405695612,Protein processing in endoplasmic reticulum,http://www.genome.jp/kegg-bin/show_pathway?mmu04141 , Map2k7  Calr  Hspa8  Sec23a  Rrbp1  Ssr3  Skp1  Yod1  Selenos  Hspa1b
0.015580552,12,219,-3.172428789,Viral carcinogenesis,http://www.genome.jp/kegg-bin/show_pathway?mmu05203 , Ddx3x  Prkaca  Hnrnpk  Crebbp  Ddb1  Ube3a  Cdk2  Gsn  Creb3l1  Pik3r3  Egr3  Ep300
0.021675028,11,219,-2.908059723,Reg. of actin cytoskeleton,http://www.genome.jp/kegg-bin/show_pathway?mmu04810 , Braf  Ppp1cb  Vcl  Pdgfrb  Itgb8  Fn1  Gsn  Pik3r3  Rdx  Lpar1  Cxcr4
0.03408948,10,200,-2.89484127,Focal adhesion,http://www.genome.jp/kegg-bin/show_pathway?mmu04510 , Braf  Ppp1cb  Flt4  Vcl  Pdgfrb  Itgb8  Fn1  Pik3r3  Spp1  Vegfc
0.016731726,13,266,-2.829544098,Prion disease,http://www.genome.jp/kegg-bin/show_pathway?mmu05020 , Tubb6  Prkaca  Kif5b  Hspa8  Psmd6  Ndufs4  Ppp3cb  Psmc6  Atp5a1  Creb3l1  Pik3r3  Uqcrc2  Hspa1b
0.016731726,14,294,-2.756991686,MAPK signaling pathway,http://www.genome.jp/kegg-bin/show_pathway?mmu04010 , Braf  Map2k7  Prkaca  Gadd45b  Hspa8  Stk4  Flt4  Ppp3cb  Pdgfrb  Chuk  Map4k4  Irak1  Vegfc  Hspa1b
0.015580552,16,349,-2.65429572,Human papillomavirus infection,http://www.genome.jp/kegg-bin/show_pathway?mmu05165 , Prkaca  Ppp2r5e  Crebbp  Pdgfrb  Chuk  Itgb8  Ube3a  Cdk2  Fn1  Creb3l1  Pik3r3  Spp1  Fzd1  Fzd2  Ep300  Hes6
0.039506768,11,240,-2.653604497,Human T-cell leukemia virus 1 infection,http://www.genome.jp/kegg-bin/show_pathway?mmu05166 , Calr  Prkaca  Ppp3cb  Crebbp  Chuk  Cdk2  Nrp1  Creb3l1  Pik3r3  Ets1  Ep300
0.006082946,23,542,-2.456876354,Pathways in cancer,http://www.genome.jp/kegg-bin/show_pathway?mmu05200 , Braf  Prkaca  Gadd45b  Arnt  Stk4  Flt4  Crebbp  Pdgfrb  Chuk  Cdk2  Fn1  Ptch2  Pik3r3  Il4ra  Vegfc  Ets1  Skp1  Ctnna1  Lpar1  Fzd1  Cxcr4  Fzd2  Ep300
0.017117879,16,380,-2.437761069,Alzheimer disease,http://www.genome.jp/kegg-bin/show_pathway?mmu05010 , Tubb6  Braf  Map2k7  Kif5b  Rtn4  Psmd6  Ndufs4  Ppp3cb  Psmc6  Chuk  Atp5a1  Pik3r3  Uqcrc2  Fzd1  Fzd2  Ide
0.021675028,15,357,-2.432639723,PI3K-Akt signaling pathway,http://www.genome.jp/kegg-bin/show_pathway?mmu04151 , Flt4  Ppp2r5e  Pdgfrb  Chuk  Itgb8  Cdk2  Fn1  Creb3l1  Pik3r3  Spp1  Il4ra  Vegfc  Mcl1  Lpar1  Pik3r6
